"","state","zip","50_1","50_2","50_3","50_4","50_5","50_6","50_7","50_8","50_9","51_1","51_2","51_3","52_1","52_2","52_3","53_1","53_2","53_3","54_1","54_2","54_3","55_1","55_2","55_3","56_1","56_2","56_3","57_1","57_2","57_3","58_1","58_2","58_3","58_4","58_5","58_6","58_7","58_8","58_9","58_10","58_11","58_12","58_13","59_1","59_2","59_3","59_4","59_5","59_6","59_7","59_8","59_9","59_10","59_11","59_12","59_13","59_14","59_15","59_16","59_17","59_18","59_19","59_20","59_21","60_1","60_2","60_3","60_4","60_5","60_6","60_7","60_8","60_9","61_1","61_2","61_3","61_4","61_5","61_6","61_7","62_1","62_2","62_3","62_4","62_5","62_6","62_7","62_8","62_9","62_10","63_1","63_2","63_3","63_4","63_5","63_6","64_1","64_2","64_3","64_4","64_5","64_6","64_7","64_8","64_9","64_10","64_11","65_1","65_2","65_3","65_4","65_5","65_6","66_1","66_2","66_3","66_4","66_5","66_6","66_7","66_8","67_1","67_2","67_3","67_4","67_5","67_6","67_7","67_8","67_9","67_10","67_11","67_12","68_1","68_2","68_3","68_4","68_5","68_6","68_7","69_1","69_2","69_3","69_4","69_5","69_6","70_1","70_2","70_3","70_4","70_5","70_6","70_7","71_1","71_2","71_3","71_4","71_5","72_1","72_2","72_3","72_4","72_5","72_6","73_1","73_2","73_3","73_4","73_5","73_6","73_7","73_8","73_9","73_10","73_11","74_1","74_2","74_3","74_4","74_5","74_6","74_7","74_8","74_9","74_10","74_11","74_12","74_13","74_14","75_1","75_2","75_3","75_4","75_5","75_6","75_7","75_8","76_1","76_2","76_3","76_4","76_5","76_6","76_7","76_8","76_9","77_1","77_2","77_3","77_4","78_1","78_2","78_3","78_4","79_1","79_2","79_3","79_4","79_5","79_6","79_7","79_8","79_9","79_10","80_1","80_2","80_3","80_4","80_5","80_6","80_7","80_8","80_9","81_1","81_2","81_3","81_4","81_5","81_6","81_7","81_8","82_1","82_2","82_3","82_4","82_5","82_6","82_7","82_8","82_9","82_10","82_11","82_12","82_13","82_14","82_15","82_16","82_17","83_1","83_2","83_3","83_4","83_5","83_6","83_7","84_1","84_2","84_3","84_4","84_5","84_6","84_7","85_1","85_2","85_3","85_4","85_5","85_6","86_1","86_2","86_3","87_1","87_2","87_3","88_1","88_2","88_3","88_4","88_5","88_6","88_7","89_1","89_2","89_3","89_4","89_5","90_1","90_2","90_3","90_4","91_1","91_2","91_3","91_4","91_5","92_1","92_2","92_3","93_1","93_2","93_3","93_4","93_5","94_1","94_2","94_3","94_4","94_5","94_6","95_1","95_2","95_3","95_4","95_5","95_6","96_1","96_2","96_3","96_4","96_5","96_6","96_7","97_1","97_2","97_3","97_4","97_5","97_6","98_1","98_2","98_3","98_4","98_5","99_1","99_2","99_3","99_4","99_5","99_6","99_7","99_8","100_1","100_2","100_3","100_4","100_5","101_1","101_2","101_3","101_4","101_5","102_1","102_2","102_3","102_4","102_5","102_6","102_7","102_8","102_9","102_10","102_11","103_1","103_2","103_3","103_4","103_5","104_1","104_2","104_3","104_4","104_5","104_6","105_1","105_2","105_3","105_4","105_5","105_6","105_7","105_8","105_9","105_10","106_1","106_2","106_3","106_4","106_5","106_6","106_7","106_8","107_1","107_2","107_3","107_4","107_5","107_6","107_7","107_8","107_9","107_10","109_1","109_2","109_3","109_4","110_1","110_2","110_3","110_4","110_5","110_6","110_7","110_8","110_9","111_1","111_2","111_3","111_4","111_5","111_6","111_7","111_8","115_1","115_2","115_3","115_4","115_5","117_1","117_2","117_3","117_4","117_5","117_6","118_1","118_2","118_3","118_4","118_5","118_6","118_7","118_8","119_1","119_2","119_3","119_4","120_1","120_2","120_3","120_4","120_5","120_6","121_1","121_2","121_3","121_4","121_5","121_6","121_7","lat","long","city","state.region"
"813","WI","531",7,2,0,50,0,0,26,0,9,56,38,0,31,38,25,6,88,0,1,93,0,2,92,0,15,77,2,24,67,3,0,16,36,39,0,0,1,0,0,0,0,0,2,3,10,11,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,2,54,9,2,0,2,5,6,0,1,64,14,30,0,2,37,0,7,18,14,77,0,0,0,0,0,0,2,1,93,0,0,0,0,1,89,0,1,4,0,0,0,0,0,0,0,32,21,41,0,0,0,32,48,0,0,8,0,3,3,93,0,0,0,0,0,0,0,0,0,0,1,3,2,64,3,0,2,20,5,3,54,21,1,10,1,23,22,4,0,30,14,0,37,40,0,17,66,0,0,0,25,3,34,4,2,0,0,51,0,0,0,0,3,16,3,36,10,3,0,0,1,0,0,3,7,14,1,77,0,15,0,0,0,0,2,71,0,0,6,0,1,9,4,3,82,0,0,12,23,25,42,4,37,19,0,0,5,0,8,0,24,1,30,0,0,0,0,0,0,60,4,87,0,4,3,0,0,0,0,0,39,3,0,4,1,1,8,0,0,4,9,0,8,0,6,11,8,0,2,1,48,0,35,6,37,7,18,0,22,4,1,48,0,12,16,17,48,26,20,50,29,15,15,4,1,36,5,3,30,36,9,46,3,0,65,17,8,4,23,54,17,0,0,4,9,81,2,88,3,0,1,55,5,15,18,0,1,29,1,1,0,17,46,11,3,14,44,16,3,3,21,51,0,0,22,0,69,11,12,1,1,61,6,13,3,0,6,3,2,28,1,2,52,11,1,78,12,0,3,44,1,12,0,8,0,1,0,6,21,1,54,0,13,27,0,81,7,0,2,1,3,76,10,6,0,1,0,0,0,0,1,55,1,31,2,3,0,2,0,2,8,47,16,2,0,0,1,16,2,89,4,0,1,1,0,9,0,0,6,1,71,6,14,51,19,2,4,0,2,2,77,4,1,11,1,72,0,4,4,13,1,4,4,0,0,0,25,47,14,41,17,36,0,22,58,0,0,11,3,24,25,24,3,6,11,1,43.015289,-88.20924,"Waukesha","North Central"
"814","WI","532",25,1,0,121,0,0,68,6,20,123,112,6,80,100,61,14,225,2,8,229,4,11,223,7,50,188,3,51,178,12,3,39,78,112,1,0,0,0,0,0,0,0,8,15,15,24,1,1,0,0,0,0,0,0,0,1,0,7,9,0,0,4,136,28,8,4,5,1,23,0,3,173,24,91,1,5,86,0,29,29,40,182,2,0,0,0,5,0,8,4,232,5,1,0,0,3,216,4,10,4,1,0,1,0,0,4,1,44,99,96,1,1,0,92,103,0,0,22,0,12,12,235,3,0,1,0,0,0,1,0,0,0,1,10,1,149,6,1,4,70,13,2,127,55,6,38,2,56,54,5,1,78,45,1,82,96,0,62,169,2,4,1,52,13,63,9,13,0,0,140,3,0,1,3,9,42,3,70,33,15,0,1,1,0,6,11,20,29,10,192,2,39,0,0,3,0,5,194,0,2,20,0,0,17,6,2,204,3,3,31,79,66,91,5,75,72,0,1,21,0,27,1,39,5,75,0,4,0,1,0,3,154,4,211,0,28,1,0,0,0,1,0,102,8,2,11,2,0,28,1,0,12,18,0,15,3,20,19,14,2,5,2,124,1,93,23,93,16,53,1,54,1,20,87,1,35,42,56,137,56,48,149,67,25,59,4,13,73,11,0,81,100,31,97,13,0,148,39,36,18,57,141,39,3,1,10,23,208,2,234,4,0,1,115,14,63,46,0,3,91,3,3,1,25,118,17,18,39,108,47,3,9,45,109,0,4,81,2,162,29,31,13,6,148,25,28,7,0,17,11,5,60,3,7,144,27,10,209,13,1,8,119,1,31,0,13,1,7,0,8,58,3,157,0,40,44,0,191,18,4,9,1,18,208,15,10,1,3,0,0,0,0,4,156,2,62,2,7,0,10,2,6,18,97,66,6,2,1,2,36,7,225,10,1,5,1,4,7,2,1,16,4,187,19,46,119,51,0,12,0,5,8,206,15,5,14,1,158,4,12,34,30,3,6,2,1,2,0,53,144,33,133,29,76,3,64,149,1,0,23,4,93,47,54,8,10,20,9,43.083012,-87.8859,"Milwaukee","North Central"
"815","WI","534",2,0,0,9,0,0,11,0,0,11,11,0,5,12,5,2,20,0,0,21,1,0,21,1,4,17,1,3,16,3,0,7,7,7,0,0,0,0,0,0,0,0,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,1,0,0,0,1,0,0,17,3,8,0,2,6,0,2,4,4,18,0,0,0,0,0,0,0,0,22,0,0,0,0,0,20,0,0,1,1,0,0,0,0,0,0,8,7,7,0,0,0,9,10,0,0,2,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,11,1,1,0,8,2,1,12,4,0,3,0,9,3,1,0,6,3,0,9,8,0,5,16,1,0,0,5,0,5,0,2,0,0,10,0,0,0,1,4,6,0,5,6,2,0,0,0,0,0,0,0,2,1,15,0,6,0,0,1,0,0,15,0,0,3,0,0,3,0,1,18,0,0,4,7,9,5,1,9,3,1,0,1,0,0,1,7,0,4,0,0,0,0,0,0,17,1,18,0,4,0,0,0,0,0,0,9,1,0,0,0,2,0,0,0,3,1,0,2,1,1,2,4,0,0,0,9,0,9,2,7,0,9,0,4,0,2,6,0,2,7,5,11,8,3,15,6,1,10,1,2,1,1,0,7,11,2,9,0,0,12,5,3,2,3,17,1,1,0,1,3,18,0,20,2,0,0,10,1,5,6,0,0,10,0,0,0,4,8,0,1,6,7,6,0,2,0,11,0,1,9,1,15,4,2,0,1,15,3,2,0,0,1,1,0,5,0,2,11,4,0,19,2,0,1,9,0,3,0,4,0,0,0,0,4,2,13,0,5,3,1,19,1,1,0,0,1,18,2,0,0,0,0,0,0,0,2,17,0,4,0,0,0,1,0,1,2,13,1,1,0,0,0,4,0,18,4,0,0,0,0,1,0,0,1,0,20,0,1,15,4,0,1,0,0,1,19,2,1,0,0,14,0,2,3,3,0,0,0,0,0,1,9,10,2,12,2,8,0,6,15,0,0,1,0,13,4,3,0,1,1,0,42.767286,-87.79747,"Racine","North Central"
"816","WI","535",6,0,0,44,0,1,24,3,6,51,29,4,34,30,20,4,78,2,1,83,0,3,80,1,12,71,1,15,64,5,0,13,54,16,0,0,0,0,0,0,0,0,1,2,10,6,0,1,1,1,0,0,1,0,0,1,0,0,3,0,0,2,46,10,1,1,1,19,6,0,1,47,8,24,1,1,30,0,18,10,10,71,0,0,0,0,0,0,3,0,84,0,0,0,0,0,77,0,0,3,1,0,0,0,0,2,1,22,19,43,0,0,0,24,43,0,0,8,0,6,3,83,1,0,0,0,0,0,0,0,0,0,0,1,2,52,1,1,2,25,3,2,39,25,2,13,2,11,23,2,0,37,9,0,25,43,0,16,67,0,1,0,15,1,11,2,4,0,0,55,1,0,0,2,9,18,2,2,14,6,0,0,1,0,4,6,8,21,2,60,0,18,0,0,0,0,6,72,0,0,7,0,0,4,0,1,75,0,4,5,40,11,30,3,56,6,0,0,3,0,6,0,9,4,15,0,0,0,0,0,0,68,1,80,0,4,0,0,0,0,0,0,25,5,2,5,1,2,12,0,0,3,5,0,5,4,7,8,3,0,3,0,54,0,24,6,26,10,18,0,23,1,5,29,0,15,13,22,27,33,24,54,28,2,17,1,5,25,7,1,28,24,7,45,7,1,49,22,8,5,18,47,17,2,0,3,11,70,1,81,2,0,0,42,5,21,16,0,0,25,0,0,0,16,43,7,2,17,39,14,3,2,21,34,0,0,25,4,57,12,14,1,0,61,8,11,0,0,3,0,1,12,0,6,62,4,3,65,11,0,5,49,0,10,1,8,0,0,0,2,12,2,31,0,31,20,2,73,5,0,1,1,4,31,47,1,0,3,0,0,0,0,2,62,1,18,1,2,0,0,0,2,9,42,6,2,2,0,1,16,4,82,1,0,1,0,0,2,1,2,4,0,74,1,10,40,18,1,12,0,1,2,70,8,1,5,0,60,0,4,9,10,1,2,0,0,0,1,34,38,9,43,6,35,0,23,59,0,0,2,0,32,13,24,1,4,8,2,42.69146,-89.04277,"Janesville","North Central"
"817","WI","537",13,0,1,81,0,0,28,5,12,73,61,6,44,56,40,8,130,2,4,134,2,3,131,6,32,103,5,22,101,17,1,21,95,13,1,0,0,0,0,0,0,0,9,19,16,9,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,76,14,0,2,5,14,13,0,3,87,16,33,1,8,43,0,23,32,22,112,0,0,0,0,0,0,4,2,139,0,0,0,0,1,124,0,2,4,4,0,0,0,0,1,5,25,46,69,0,0,0,58,60,0,0,7,0,7,8,134,1,0,0,0,0,0,0,0,0,0,5,4,1,78,8,0,3,46,3,2,73,33,4,25,0,32,19,2,0,55,32,0,53,59,0,28,109,0,1,0,23,7,38,6,10,0,0,74,2,0,0,3,7,24,7,14,19,10,0,0,0,1,3,6,21,30,5,105,0,23,0,0,2,0,10,107,0,2,17,0,0,10,3,1,115,0,5,20,53,23,58,6,96,9,0,0,1,0,8,0,21,5,41,0,4,0,0,0,1,86,8,124,1,12,1,0,0,1,1,0,63,0,3,6,2,0,7,2,0,4,6,1,13,3,18,12,13,1,3,1,60,0,62,12,48,14,36,0,26,4,14,44,0,27,18,37,37,59,44,79,46,15,36,2,4,38,6,4,50,49,18,66,4,3,97,18,11,14,19,90,26,3,2,8,15,117,1,133,3,0,3,70,9,34,26,0,1,62,1,0,3,14,60,9,6,24,71,26,0,4,45,46,1,3,43,2,103,11,18,5,3,81,13,19,4,1,15,1,6,19,2,5,101,13,1,118,9,0,12,63,0,15,0,10,1,4,0,4,35,8,42,1,51,45,1,114,5,5,5,0,11,64,52,10,0,8,0,0,1,0,5,107,3,18,6,0,0,4,2,2,15,69,4,3,2,2,1,36,6,129,6,1,4,0,1,9,3,0,11,3,107,6,21,63,36,1,10,0,3,6,123,7,1,7,2,96,0,15,15,11,3,2,0,0,2,0,40,78,18,74,14,50,2,33,91,0,0,11,5,56,14,44,3,5,12,6,43.036696,-89.44499,"Madison","North Central"
"818","WI","538",1,0,0,4,0,0,3,1,0,6,2,1,5,3,1,0,9,0,1,8,0,1,8,0,4,5,0,1,8,0,0,0,6,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,0,0,6,2,2,0,0,4,0,1,2,0,8,0,0,0,0,1,0,0,0,8,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,3,2,4,0,0,0,4,0,0,0,4,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,3,1,0,5,0,4,0,0,0,5,0,0,3,4,0,2,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,2,2,2,0,8,0,1,0,0,0,0,0,7,0,0,0,0,0,1,1,0,8,0,0,1,5,0,4,0,6,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,8,1,8,0,0,0,0,0,0,1,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,5,0,1,0,2,0,5,1,0,4,0,0,1,4,2,7,0,6,2,1,2,0,1,2,2,0,2,5,0,4,0,0,4,1,2,2,4,5,0,0,0,0,0,9,0,9,0,0,0,4,0,4,1,0,0,2,0,0,0,0,7,2,0,2,3,1,0,1,3,3,0,0,2,1,8,1,0,0,0,6,1,0,0,0,0,1,1,2,0,1,4,2,0,6,1,0,2,3,0,2,0,1,1,0,0,0,2,0,0,0,5,2,2,7,0,0,0,0,2,2,6,0,0,0,0,0,0,0,1,5,0,2,0,0,0,0,2,0,1,4,1,0,0,0,0,2,1,8,0,0,1,0,0,1,0,0,0,0,8,0,0,5,2,0,0,0,0,2,8,1,0,0,0,6,0,3,0,0,0,0,0,0,0,0,2,6,1,1,3,5,0,4,5,0,0,0,0,1,2,6,0,0,0,0,42.847591,-90.70167,"Lancaster","North Central"
"819","WI","539",2,0,0,7,0,0,5,1,1,9,7,0,4,8,4,4,12,0,0,16,0,0,16,0,4,11,1,4,11,1,0,3,10,3,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,2,0,0,0,0,1,0,0,12,3,5,0,2,6,0,0,3,3,13,0,0,0,0,0,0,0,0,16,0,0,0,0,0,14,0,0,2,0,0,0,0,0,0,0,4,5,7,0,0,0,4,10,0,0,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,1,0,13,0,0,0,2,1,0,11,3,0,1,0,2,5,1,0,8,0,0,5,8,0,3,13,0,0,1,2,0,6,0,1,0,0,8,0,0,0,0,1,4,0,0,0,1,0,0,0,0,1,1,3,5,1,13,0,3,0,0,0,0,0,13,0,0,1,0,0,1,0,1,14,0,2,0,7,4,5,0,9,2,0,0,0,0,3,1,0,1,5,0,0,0,0,0,0,10,1,14,0,1,1,0,0,0,0,0,5,2,0,1,0,1,2,0,0,0,1,0,1,2,1,0,2,0,0,1,7,0,6,0,6,3,5,0,2,0,1,7,0,1,2,5,5,7,4,11,5,0,5,0,1,5,0,0,5,8,2,6,0,0,7,5,4,0,5,9,2,0,0,0,3,13,1,15,0,0,0,11,0,2,3,0,0,5,0,0,1,0,10,3,0,5,5,2,0,1,5,4,0,2,5,0,13,1,2,0,0,13,0,2,0,0,1,0,0,1,0,0,15,0,3,13,0,0,0,7,0,0,0,5,0,1,0,1,2,0,7,0,3,6,0,15,1,0,0,0,0,11,4,0,0,1,0,0,0,0,0,9,0,6,0,1,0,0,0,1,1,9,2,0,0,0,0,3,0,14,2,0,0,0,0,0,0,0,1,0,14,1,2,9,3,0,2,0,0,0,11,4,0,1,0,8,1,3,2,2,0,1,1,0,0,0,2,11,1,5,1,10,0,3,10,0,0,3,0,5,2,7,0,0,2,0,43.53414,-89.99183,"Reedsburg","North Central"
"820","WI","540",3,0,0,43,0,0,14,1,2,45,17,1,30,14,19,5,58,0,5,58,0,2,60,1,10,52,1,7,52,4,1,7,47,2,1,0,0,0,0,0,0,0,5,4,2,3,0,2,0,0,0,0,0,0,0,0,0,0,4,0,1,5,37,5,1,2,0,1,2,0,0,45,12,6,2,5,15,0,24,11,3,52,0,0,0,0,3,0,5,0,60,0,0,0,0,3,53,2,3,0,4,0,0,0,0,0,1,14,19,25,5,0,0,12,34,0,0,7,3,2,5,56,6,0,0,0,0,0,0,0,0,0,1,0,1,45,0,0,3,14,0,0,39,14,1,9,1,22,14,0,0,20,6,1,34,18,0,10,43,0,0,0,9,11,7,8,11,0,0,32,1,0,0,0,4,6,3,3,5,1,0,0,2,3,1,2,12,25,0,47,0,9,0,0,0,3,4,47,0,0,6,0,0,5,1,4,22,0,32,9,29,11,20,3,29,13,0,0,1,0,4,0,9,7,20,0,1,0,0,0,0,38,4,56,0,3,0,0,0,0,4,0,20,3,0,0,1,0,10,15,0,3,4,0,3,0,1,3,1,0,0,0,22,3,37,2,20,6,8,1,21,5,2,14,0,19,8,20,5,23,35,21,27,15,12,1,2,18,5,4,21,18,0,35,10,0,41,12,2,8,10,30,16,4,3,7,7,49,1,56,2,4,0,36,2,13,8,0,4,17,1,1,0,1,43,8,9,6,31,4,1,4,15,26,0,1,15,6,24,9,23,2,5,30,10,3,2,0,8,4,6,4,1,5,45,8,0,40,17,3,3,29,3,9,1,5,0,10,0,0,5,1,2,0,25,31,5,58,1,0,0,3,1,8,48,2,0,0,0,0,0,3,2,43,0,10,1,1,0,4,4,2,2,17,0,1,0,0,4,28,9,55,5,3,0,0,0,4,1,0,3,5,49,1,10,15,17,0,13,0,3,5,27,6,3,23,4,46,0,1,7,5,4,3,1,0,2,0,21,29,7,37,2,17,7,13,42,0,0,1,7,12,18,12,1,1,18,1,45.299735,-92.64222,"Osceola","North Central"
"821","WI","541",3,0,0,9,0,0,9,1,4,11,14,1,12,7,7,1,25,0,1,25,0,3,23,0,6,20,0,5,20,1,0,6,9,10,0,0,0,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,18,1,0,1,1,4,3,0,0,13,4,10,0,1,7,0,3,5,5,20,0,0,0,0,1,0,0,0,26,0,0,0,0,0,24,0,1,1,0,0,0,0,0,0,0,5,9,12,0,0,0,6,15,0,0,3,0,0,2,23,1,0,0,0,0,0,0,0,0,0,2,0,2,14,3,0,0,7,1,0,13,8,0,4,0,7,7,0,0,10,2,0,13,9,0,4,22,0,0,0,4,0,8,2,1,0,0,11,0,0,0,0,4,4,0,2,3,2,0,0,0,0,0,1,5,9,0,18,0,6,0,0,2,0,0,23,0,0,0,0,0,2,0,1,19,0,0,7,10,4,12,0,15,3,0,0,0,0,2,0,6,0,8,0,2,0,0,0,0,15,1,23,0,1,2,0,0,0,0,0,9,3,3,1,0,0,3,1,0,2,0,0,2,0,2,0,1,0,0,0,11,0,14,2,12,1,7,0,4,0,2,8,0,6,4,6,14,7,5,20,5,1,10,0,0,6,0,0,10,14,2,9,1,0,9,7,4,6,4,18,4,0,0,2,2,22,1,25,0,0,0,13,0,6,6,0,1,11,1,1,0,4,9,2,2,7,8,5,0,2,4,11,0,0,11,0,19,1,4,2,0,19,1,4,0,0,2,0,0,6,0,1,16,3,0,21,4,0,1,13,0,4,0,1,0,0,0,0,8,0,15,0,6,4,1,21,2,0,1,0,2,14,9,2,0,1,0,0,0,0,0,12,2,10,0,2,0,0,0,0,5,13,3,0,0,0,0,4,1,25,1,0,0,0,0,0,0,0,1,1,23,1,2,11,13,0,0,0,0,0,24,1,0,1,0,20,0,0,2,4,0,0,0,0,1,0,5,17,3,13,5,7,1,7,14,0,0,4,1,12,5,3,2,1,3,0,44.42042,-88.07896,"De Pere","North Central"
"822","WI","542",0,0,0,10,0,0,10,1,2,9,12,2,7,9,7,2,21,0,0,23,0,0,23,0,6,16,1,6,17,0,1,1,11,10,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,13,1,1,1,3,4,1,0,0,11,2,11,0,3,7,0,0,2,2,18,1,0,0,0,1,0,1,0,23,0,0,0,0,0,21,1,0,0,1,0,0,0,0,0,0,5,7,11,0,0,0,9,9,0,0,3,0,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,6,0,0,14,5,1,3,0,9,3,0,0,8,3,0,9,8,0,6,19,0,0,0,3,1,7,0,0,0,0,13,0,0,0,0,3,7,1,1,4,2,0,0,0,0,0,2,1,3,2,14,0,7,0,0,1,0,1,21,0,1,1,0,0,0,0,0,18,0,0,5,7,5,11,0,18,2,0,0,0,0,0,0,3,0,5,0,1,0,0,0,0,17,0,22,0,1,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,1,0,2,0,5,0,1,1,0,0,11,0,10,2,6,2,9,0,4,0,2,10,0,1,2,8,13,8,2,18,5,0,10,0,0,4,1,0,8,4,5,13,1,0,13,9,1,0,9,12,2,0,0,0,1,22,0,23,0,0,0,15,2,2,4,0,0,6,0,0,0,5,12,5,4,3,7,3,1,0,3,12,0,1,6,1,15,2,5,0,1,16,2,1,1,0,0,0,3,9,0,3,7,4,4,17,2,0,0,11,0,5,0,0,0,0,0,0,7,0,15,0,4,4,0,17,3,0,0,0,3,19,3,0,0,1,0,0,0,0,0,16,1,3,1,0,0,1,1,1,3,7,6,0,1,0,0,3,2,23,0,0,0,0,0,0,0,0,1,0,22,0,1,16,4,0,1,0,0,1,20,1,1,1,0,18,1,1,3,0,0,0,0,0,0,0,6,15,2,9,1,13,0,10,13,0,0,0,0,5,8,6,3,0,1,0,44.096194,-87.68919,"Manitowoc","North Central"
"823","WI","543",4,0,0,13,0,0,6,2,1,14,12,0,10,8,8,2,24,0,0,26,0,0,26,0,3,22,1,7,17,2,0,5,10,11,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,13,4,1,0,1,4,3,0,0,11,6,10,1,0,9,0,2,4,5,20,0,0,0,0,0,0,1,0,25,1,0,0,0,0,23,0,0,1,0,0,1,0,0,1,0,6,8,12,0,0,0,11,10,0,0,3,0,2,0,24,1,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,1,8,0,1,13,8,0,4,0,7,5,0,0,12,2,0,11,10,0,5,15,0,0,0,11,0,6,0,3,0,0,14,1,0,0,0,2,0,0,1,7,4,0,0,0,0,0,3,2,8,1,17,0,7,0,1,1,0,0,21,0,0,2,0,0,2,0,1,20,0,1,5,9,8,9,0,16,4,0,0,1,0,2,0,2,1,6,0,0,0,0,0,0,20,0,22,0,3,0,0,0,0,1,0,9,2,1,2,0,0,0,0,0,1,1,0,0,2,5,3,2,0,0,0,17,0,7,3,12,2,7,0,1,1,1,18,0,0,4,3,14,6,6,16,8,2,8,0,0,9,1,1,7,11,5,8,2,0,18,5,2,1,6,13,7,0,0,3,1,22,0,26,0,0,0,13,2,5,6,0,0,14,0,0,1,4,7,2,1,5,9,8,0,1,6,11,0,0,9,0,19,2,4,1,0,16,3,5,0,0,1,0,1,5,1,2,15,3,0,22,3,0,1,14,0,2,0,4,0,0,0,0,6,0,16,1,6,3,0,22,2,0,2,0,0,15,9,1,0,0,0,0,0,0,1,15,0,6,0,2,0,2,1,1,4,12,3,0,1,0,0,4,1,24,2,0,0,0,0,0,0,0,3,0,20,3,3,14,6,0,2,0,0,1,24,0,0,2,0,19,0,2,1,3,1,0,0,0,0,0,5,16,5,13,1,12,0,9,13,0,0,4,0,12,6,5,1,1,1,0,44.489059,-88.01674,"Green Bay","North Central"
"824","WI","544",11,1,0,27,0,0,15,2,5,26,34,1,20,25,16,8,52,1,1,59,1,3,55,3,14,46,1,11,47,3,0,12,28,18,1,0,0,0,1,0,0,0,1,2,10,4,0,1,0,0,0,0,1,0,0,0,1,4,1,0,0,1,30,6,1,2,1,1,8,0,0,35,13,26,2,1,20,0,8,4,11,46,1,1,0,0,1,0,0,1,61,0,0,0,0,0,54,0,2,1,0,0,0,0,0,1,3,21,13,26,1,0,0,19,33,0,0,6,0,1,2,60,0,0,0,0,0,0,0,0,0,1,0,2,3,39,1,0,3,13,3,1,33,11,2,11,0,18,12,0,0,25,6,1,25,26,0,9,46,0,1,0,11,3,13,4,3,0,0,36,1,0,0,0,4,7,0,12,12,2,0,0,0,0,1,2,10,11,4,46,1,13,0,0,1,0,0,48,0,0,8,0,0,5,0,0,53,0,4,4,16,20,24,1,34,8,0,0,0,0,4,0,12,3,14,0,1,0,0,0,1,45,0,54,1,6,0,0,0,0,0,0,33,2,0,1,0,1,4,0,0,1,6,0,4,1,6,2,4,0,1,2,24,0,30,3,25,1,12,0,19,1,5,22,0,6,15,13,17,26,18,35,24,2,24,2,0,7,3,3,22,21,8,30,1,1,32,16,11,2,15,39,5,1,1,6,6,49,2,56,2,0,1,35,5,13,8,0,0,19,0,0,1,12,29,11,3,16,21,7,0,3,11,30,0,2,17,1,50,5,3,1,2,34,10,7,1,0,5,2,2,9,0,3,46,3,1,48,7,0,5,33,1,4,0,4,0,6,0,3,8,2,26,1,15,18,1,49,4,1,0,0,7,25,27,3,0,1,0,0,0,0,5,35,0,20,1,1,0,4,0,0,3,36,1,2,1,0,1,12,5,55,5,0,1,1,0,4,1,0,5,1,49,0,10,31,14,1,3,0,0,2,55,1,1,4,0,39,3,1,8,8,2,4,1,0,0,1,17,31,7,36,6,16,3,14,43,0,0,4,0,19,14,18,0,2,7,1,44.524054,-89.55621,"Stevens Point","North Central"
