"","state","zip","50_1","50_2","50_3","50_4","50_5","50_6","50_7","50_8","50_9","51_1","51_2","51_3","52_1","52_2","52_3","53_1","53_2","53_3","54_1","54_2","54_3","55_1","55_2","55_3","56_1","56_2","56_3","57_1","57_2","57_3","58_1","58_2","58_3","58_4","58_5","58_6","58_7","58_8","58_9","58_10","58_11","58_12","58_13","59_1","59_2","59_3","59_4","59_5","59_6","59_7","59_8","59_9","59_10","59_11","59_12","59_13","59_14","59_15","59_16","59_17","59_18","59_19","59_20","59_21","60_1","60_2","60_3","60_4","60_5","60_6","60_7","60_8","60_9","61_1","61_2","61_3","61_4","61_5","61_6","61_7","62_1","62_2","62_3","62_4","62_5","62_6","62_7","62_8","62_9","62_10","63_1","63_2","63_3","63_4","63_5","63_6","64_1","64_2","64_3","64_4","64_5","64_6","64_7","64_8","64_9","64_10","64_11","65_1","65_2","65_3","65_4","65_5","65_6","66_1","66_2","66_3","66_4","66_5","66_6","66_7","66_8","67_1","67_2","67_3","67_4","67_5","67_6","67_7","67_8","67_9","67_10","67_11","67_12","68_1","68_2","68_3","68_4","68_5","68_6","68_7","69_1","69_2","69_3","69_4","69_5","69_6","70_1","70_2","70_3","70_4","70_5","70_6","70_7","71_1","71_2","71_3","71_4","71_5","72_1","72_2","72_3","72_4","72_5","72_6","73_1","73_2","73_3","73_4","73_5","73_6","73_7","73_8","73_9","73_10","73_11","74_1","74_2","74_3","74_4","74_5","74_6","74_7","74_8","74_9","74_10","74_11","74_12","74_13","74_14","75_1","75_2","75_3","75_4","75_5","75_6","75_7","75_8","76_1","76_2","76_3","76_4","76_5","76_6","76_7","76_8","76_9","77_1","77_2","77_3","77_4","78_1","78_2","78_3","78_4","79_1","79_2","79_3","79_4","79_5","79_6","79_7","79_8","79_9","79_10","80_1","80_2","80_3","80_4","80_5","80_6","80_7","80_8","80_9","81_1","81_2","81_3","81_4","81_5","81_6","81_7","81_8","82_1","82_2","82_3","82_4","82_5","82_6","82_7","82_8","82_9","82_10","82_11","82_12","82_13","82_14","82_15","82_16","82_17","83_1","83_2","83_3","83_4","83_5","83_6","83_7","84_1","84_2","84_3","84_4","84_5","84_6","84_7","85_1","85_2","85_3","85_4","85_5","85_6","86_1","86_2","86_3","87_1","87_2","87_3","88_1","88_2","88_3","88_4","88_5","88_6","88_7","89_1","89_2","89_3","89_4","89_5","90_1","90_2","90_3","90_4","91_1","91_2","91_3","91_4","91_5","92_1","92_2","92_3","93_1","93_2","93_3","93_4","93_5","94_1","94_2","94_3","94_4","94_5","94_6","95_1","95_2","95_3","95_4","95_5","95_6","96_1","96_2","96_3","96_4","96_5","96_6","96_7","97_1","97_2","97_3","97_4","97_5","97_6","98_1","98_2","98_3","98_4","98_5","99_1","99_2","99_3","99_4","99_5","99_6","99_7","99_8","100_1","100_2","100_3","100_4","100_5","101_1","101_2","101_3","101_4","101_5","102_1","102_2","102_3","102_4","102_5","102_6","102_7","102_8","102_9","102_10","102_11","103_1","103_2","103_3","103_4","103_5","104_1","104_2","104_3","104_4","104_5","104_6","105_1","105_2","105_3","105_4","105_5","105_6","105_7","105_8","105_9","105_10","106_1","106_2","106_3","106_4","106_5","106_6","106_7","106_8","107_1","107_2","107_3","107_4","107_5","107_6","107_7","107_8","107_9","107_10","109_1","109_2","109_3","109_4","110_1","110_2","110_3","110_4","110_5","110_6","110_7","110_8","110_9","111_1","111_2","111_3","111_4","111_5","111_6","111_7","111_8","115_1","115_2","115_3","115_4","115_5","117_1","117_2","117_3","117_4","117_5","117_6","118_1","118_2","118_3","118_4","118_5","118_6","118_7","118_8","119_1","119_2","119_3","119_4","120_1","120_2","120_3","120_4","120_5","120_6","121_1","121_2","121_3","121_4","121_5","121_6","121_7","lat","long","city","state.region"
"801","WA","983",8,0,0,53,0,0,26,5,3,28,63,4,31,34,30,4,91,0,4,89,2,11,76,8,37,49,9,27,56,12,0,28,62,1,0,0,0,0,0,0,0,0,4,3,6,11,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,3,52,13,3,2,1,0,13,0,2,55,19,7,2,8,46,0,21,11,12,76,1,0,0,0,1,0,4,1,92,2,0,0,0,1,88,0,3,1,0,0,0,0,0,1,2,12,60,22,0,1,0,35,20,0,0,27,0,10,3,90,3,0,0,0,0,0,0,0,0,0,2,8,2,57,3,1,0,24,7,1,51,15,5,16,1,21,20,5,0,27,21,1,34,37,0,23,71,0,2,0,14,8,25,4,2,0,0,58,0,0,0,2,4,9,2,50,12,11,0,0,0,0,1,0,2,6,2,75,1,15,0,1,0,0,3,76,0,0,5,0,0,9,3,2,80,2,0,13,49,10,36,0,18,35,0,0,2,1,14,1,22,2,11,0,0,0,0,0,1,80,3,87,0,7,0,0,0,0,1,0,37,3,1,4,2,0,8,0,0,2,7,0,13,1,9,8,7,0,1,2,26,1,58,7,41,5,34,0,7,1,7,26,0,27,18,17,18,45,32,72,19,4,19,2,5,22,4,2,41,28,11,47,8,1,61,14,15,5,8,73,12,0,2,8,8,79,0,93,2,0,0,46,3,35,11,0,0,26,2,1,3,5,58,5,8,7,24,46,0,5,13,48,0,0,31,3,65,14,14,0,2,21,14,17,1,0,26,9,7,8,1,6,71,9,3,58,22,0,12,45,0,11,0,1,0,1,0,4,25,8,4,0,50,39,2,83,1,0,6,0,5,24,53,6,1,5,0,0,0,0,6,80,0,10,0,2,0,2,1,2,12,44,2,2,8,1,2,19,3,80,12,0,3,1,0,2,0,0,4,0,87,1,14,63,14,0,2,0,1,1,76,7,3,9,0,65,2,5,19,4,0,1,0,0,1,0,6,71,16,71,2,16,6,25,56,1,0,8,5,30,17,20,12,3,10,3,47.564437,-122.71293,"Puyallup","West"
"802","WA","984",11,0,0,30,0,0,18,0,6,19,45,1,14,26,25,2,62,1,1,63,1,3,62,0,23,40,2,12,48,5,0,22,40,1,0,0,0,0,0,0,0,0,2,7,7,13,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,32,1,1,6,0,0,6,1,1,32,18,5,0,4,32,0,13,11,4,57,0,0,0,0,2,0,1,1,65,0,0,0,0,0,58,0,4,1,1,0,0,0,0,0,1,6,42,15,0,2,0,33,11,0,0,18,0,2,1,62,0,0,0,0,0,0,0,0,0,0,3,2,0,47,2,0,0,14,2,0,34,16,3,10,3,17,16,4,1,17,7,1,26,24,1,13,45,0,1,0,14,5,17,0,3,0,0,40,1,0,0,2,2,6,1,34,11,4,0,0,0,0,0,0,3,6,0,55,0,7,0,0,0,0,3,53,0,0,6,0,0,5,1,0,56,0,0,9,35,7,22,1,14,28,0,0,0,0,3,0,17,3,11,0,3,0,0,0,5,41,5,62,0,3,0,0,0,0,0,0,32,3,0,3,0,0,11,0,1,1,1,0,3,0,5,5,4,0,3,2,17,0,39,2,30,1,29,0,2,1,5,26,0,9,11,14,13,32,20,50,14,1,24,0,2,20,1,2,16,20,10,33,2,0,46,12,4,3,8,52,5,0,0,3,3,59,1,63,1,0,0,30,5,18,11,0,1,14,0,1,2,0,48,2,3,6,16,36,0,2,15,29,1,0,19,1,45,10,7,1,2,20,11,10,3,0,16,2,3,4,0,6,54,1,1,48,9,1,6,35,0,5,0,1,0,0,1,4,13,6,0,0,43,22,0,56,0,0,4,1,4,18,34,6,0,3,0,0,0,0,4,51,2,8,1,1,0,2,0,2,9,39,2,0,5,0,0,6,2,59,3,0,3,0,1,1,0,0,2,0,59,2,11,43,9,0,1,0,1,0,62,1,0,1,1,45,0,2,14,3,1,2,1,0,0,1,11,40,10,50,1,13,1,18,44,1,0,2,0,28,12,16,2,3,2,2,47.16062,-122.55877,"Tacoma","West"
"803","WA","985",5,0,0,42,0,0,13,3,3,24,42,0,24,28,14,3,63,0,3,60,3,6,56,4,29,36,1,16,44,6,2,20,37,2,0,0,0,0,0,1,0,0,4,3,7,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,37,10,1,2,2,0,12,0,1,39,9,3,1,8,25,0,10,19,9,51,0,0,2,0,0,0,2,2,65,0,0,0,0,1,55,2,3,0,1,0,0,2,0,1,2,6,45,14,0,0,1,28,16,0,0,14,0,4,4,64,1,0,1,0,0,0,0,0,0,0,0,5,2,38,4,0,1,16,3,1,41,14,1,6,0,17,10,2,0,24,13,0,33,26,0,7,46,0,0,0,17,3,19,4,4,0,0,35,1,0,0,0,3,10,0,27,3,9,0,0,0,0,1,0,5,5,6,53,0,7,1,0,0,1,4,50,0,2,2,0,0,8,1,3,51,4,1,10,25,7,34,0,19,16,0,1,0,0,7,0,19,4,12,0,0,1,0,0,1,49,3,57,2,4,0,0,0,0,3,0,25,1,1,3,2,1,7,0,0,2,5,0,7,1,6,5,5,0,1,0,15,0,45,4,38,4,11,0,8,1,6,20,0,10,19,11,14,26,26,49,15,2,19,0,4,17,2,4,20,16,3,37,8,2,47,9,9,1,7,52,5,1,1,1,3,62,1,63,1,0,1,34,3,18,11,0,0,19,1,0,1,0,45,3,2,3,14,42,1,1,12,31,0,0,22,1,38,19,9,0,0,19,7,8,2,0,20,8,2,6,0,1,54,5,1,49,9,1,6,29,0,9,0,3,1,0,0,5,11,8,1,0,35,29,1,59,0,0,3,0,4,20,34,5,1,3,0,0,0,0,3,54,1,5,0,2,0,4,0,2,8,40,0,0,3,1,0,10,2,55,8,0,3,0,1,4,0,0,6,0,53,2,10,41,12,0,2,0,1,0,53,0,1,12,0,42,1,2,13,8,0,1,0,0,2,0,6,51,6,50,4,8,4,14,42,0,0,7,3,25,13,16,2,2,5,3,47.014718,-122.8819,"Olympia","West"
"804","WA","986",5,0,0,34,0,0,28,2,7,25,49,2,27,35,14,2,74,0,3,71,2,4,66,6,28,47,1,10,62,4,0,15,60,0,0,0,0,0,0,0,0,0,1,8,18,3,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,1,34,6,2,6,1,0,10,0,0,51,6,1,0,10,44,0,9,12,6,67,0,0,1,0,0,0,2,0,76,0,0,0,0,0,73,0,1,0,0,0,0,0,0,0,2,18,34,22,0,2,0,32,6,0,0,32,0,1,5,74,0,0,0,0,0,0,0,0,0,0,2,2,0,50,5,0,2,17,2,0,53,11,1,9,1,34,7,2,0,23,9,0,42,20,0,14,56,0,0,0,19,1,27,1,2,0,0,44,1,0,0,0,1,22,4,29,10,3,0,0,0,0,1,0,2,3,2,65,0,8,0,0,1,0,2,57,0,0,14,0,0,4,0,1,51,10,1,14,24,23,28,1,16,16,0,0,1,1,7,0,35,0,12,0,1,0,0,0,3,59,1,72,0,2,0,0,0,0,2,0,35,1,1,4,0,0,9,1,0,3,2,0,13,0,6,1,1,0,1,2,30,0,42,3,38,3,24,0,7,1,20,22,0,10,12,12,8,40,28,56,18,2,16,1,3,31,1,0,24,37,10,27,2,0,53,13,8,2,9,60,7,0,0,3,6,67,0,76,0,0,0,33,14,20,9,0,0,20,0,0,1,1,54,4,5,6,18,41,0,2,24,32,0,0,19,1,44,12,17,1,2,26,8,15,4,0,9,3,11,4,0,2,67,3,6,54,12,0,4,27,0,5,0,3,0,1,0,4,23,13,0,0,49,23,4,62,0,0,2,1,11,29,35,9,0,2,0,0,0,0,1,61,5,4,4,2,0,0,0,3,10,51,1,0,2,1,0,6,2,56,18,0,2,0,0,0,0,0,18,1,53,4,5,62,7,0,2,0,0,0,61,10,1,4,0,58,0,2,14,0,2,0,0,0,1,0,11,46,18,63,0,12,1,12,59,0,0,4,1,38,16,16,2,0,3,1,45.652255,-122.69009,"Vancouver","West"
"805","WA","988",2,0,0,18,0,0,9,1,1,7,23,1,14,8,9,1,30,0,1,30,0,2,27,2,11,16,4,11,17,3,0,14,16,0,0,0,0,0,0,0,0,0,1,5,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,3,0,0,1,0,4,0,0,19,7,3,1,5,9,0,4,9,5,26,0,0,0,0,0,0,0,0,30,1,0,0,0,0,25,1,0,0,2,0,0,0,0,0,3,2,22,7,0,0,0,10,6,0,0,10,0,3,2,31,0,0,0,0,0,0,0,0,0,0,0,1,1,25,1,0,0,3,0,1,20,5,0,5,0,11,3,0,0,15,2,0,12,8,0,11,22,0,0,1,7,1,11,1,0,0,0,18,0,0,0,1,0,8,0,4,9,5,0,0,1,0,0,0,0,3,1,26,0,5,0,0,0,0,0,24,0,0,4,0,0,1,2,0,22,1,0,8,7,4,20,0,8,6,0,0,1,0,9,0,7,0,7,0,1,0,0,0,1,22,0,23,0,8,0,0,0,0,0,0,8,2,0,1,1,0,2,0,0,3,3,0,3,0,6,2,1,0,0,1,10,1,18,3,13,2,7,0,4,2,1,16,0,4,6,4,8,11,12,22,7,2,8,0,6,7,2,0,8,9,2,17,3,0,18,6,6,1,2,24,3,1,1,1,2,28,1,30,0,0,0,13,2,4,12,0,0,7,0,0,1,0,23,3,2,3,12,10,0,1,6,16,0,0,9,0,24,5,2,0,0,16,5,3,1,0,5,0,1,3,0,2,23,3,0,22,8,0,1,13,0,3,0,1,1,0,0,4,6,3,1,0,17,13,0,30,0,0,0,0,1,4,24,2,0,1,0,0,0,0,0,22,0,4,1,1,0,3,0,0,8,16,0,0,0,0,0,5,2,22,9,0,0,0,0,2,0,0,3,0,25,1,0,26,2,0,3,0,0,0,25,3,2,1,0,17,1,2,7,4,0,0,0,0,1,0,3,23,4,24,3,3,1,10,17,0,0,3,1,13,4,11,1,0,2,0,47.425497,-120.32881,"Wenatchee","West"
"806","WA","989",1,0,1,27,0,0,10,1,4,12,32,0,15,19,10,5,39,0,5,38,1,3,40,1,21,20,3,9,30,5,1,26,15,0,0,0,0,0,0,0,0,0,2,7,2,8,0,1,0,0,0,0,0,0,1,2,0,1,2,0,0,1,19,0,0,0,0,0,9,0,1,21,13,5,0,6,16,0,9,8,1,41,0,0,0,0,0,0,0,2,44,0,0,0,0,0,41,1,0,1,0,0,0,0,0,0,1,7,28,9,0,0,0,12,8,0,0,22,0,1,1,42,1,0,0,0,0,0,0,0,0,0,1,1,2,30,1,0,0,10,1,1,26,8,2,6,0,13,7,3,0,12,9,1,18,12,1,12,29,0,1,0,11,3,11,0,0,0,0,29,3,0,0,1,0,7,1,15,11,3,0,0,0,0,0,0,2,2,3,35,0,7,0,0,1,0,1,36,0,0,4,0,0,2,1,1,36,0,0,8,19,6,18,1,14,12,0,0,1,0,9,0,7,1,5,0,2,1,0,0,0,33,3,39,0,3,1,0,0,1,0,0,20,2,1,3,0,0,3,0,0,2,2,1,4,1,3,2,5,0,0,0,9,0,30,4,17,0,12,0,10,1,2,18,0,7,7,10,8,18,18,31,11,2,10,0,4,12,4,0,14,15,4,21,4,0,29,8,2,5,8,33,3,0,0,4,5,35,1,42,0,0,1,23,4,9,8,0,0,18,0,0,0,0,26,4,5,5,11,15,0,4,8,22,0,0,11,3,27,8,6,1,2,12,5,8,0,0,13,2,4,2,0,1,41,0,0,34,6,0,4,11,0,3,0,3,2,1,0,5,2,17,1,0,27,15,1,40,0,0,2,0,2,11,30,0,0,1,0,0,0,0,2,33,2,5,0,1,0,1,2,1,4,21,0,1,2,1,1,9,4,35,8,0,1,1,1,2,0,0,2,1,34,3,2,32,7,0,2,0,0,1,37,3,0,2,2,27,0,2,7,4,4,1,0,0,0,0,8,31,4,30,1,9,4,16,23,0,0,3,2,13,8,13,3,1,2,4,46.595248,-120.53102,"Yakima","West"
"807","WA","990",2,0,0,7,0,0,4,1,3,6,11,0,2,8,7,1,16,0,0,17,0,2,15,0,11,6,0,4,12,1,0,9,8,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,2,2,1,0,0,4,0,0,6,4,2,0,1,11,0,1,2,0,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,1,1,12,4,0,0,0,9,1,0,0,6,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,8,0,0,7,6,0,4,0,2,3,2,0,5,5,0,5,8,0,4,13,0,0,0,3,1,0,1,1,0,0,15,0,0,0,0,0,2,1,3,8,0,0,0,0,0,1,0,0,1,1,13,0,4,0,0,0,0,0,12,0,0,4,0,0,1,0,0,12,0,0,5,13,1,3,0,3,6,0,0,0,0,2,0,5,1,2,0,0,0,0,0,1,13,1,16,0,1,0,0,0,0,0,0,7,2,0,1,0,0,3,0,0,0,0,0,3,1,0,0,1,1,0,0,3,0,12,1,9,0,3,0,4,0,1,5,0,3,5,3,4,5,8,14,1,2,5,0,0,3,1,1,7,6,2,9,0,0,9,4,1,3,3,12,2,0,0,0,2,15,1,16,0,0,0,11,3,2,1,0,0,4,0,1,0,0,12,2,0,3,3,9,0,0,1,13,0,1,1,1,11,2,3,0,1,7,2,2,1,0,2,2,1,2,0,1,13,1,0,12,1,1,3,4,1,2,0,0,0,0,0,4,4,2,0,0,10,7,0,13,0,0,1,0,3,5,10,1,0,0,0,0,0,0,1,12,1,2,1,1,0,0,0,0,4,10,0,0,1,0,0,0,2,11,4,0,2,0,0,0,0,0,0,0,15,2,0,14,2,0,0,0,1,0,16,1,0,0,0,9,0,1,1,6,0,0,0,0,1,1,1,10,4,11,0,4,2,3,13,0,0,0,1,6,3,5,3,0,0,0,47.466974,-117.60575,"Cheney","West"
"808","WA","991",3,0,0,29,0,0,8,1,2,8,30,5,10,20,13,0,41,2,4,38,1,7,33,3,21,17,5,8,29,6,1,14,22,1,0,0,0,0,0,0,0,0,5,3,6,5,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,1,18,5,1,2,0,0,8,1,2,21,8,2,2,4,19,0,11,5,4,32,0,0,1,0,1,0,2,3,43,0,0,0,0,0,35,2,2,1,1,0,0,1,0,0,1,3,29,11,0,0,0,10,3,0,0,24,0,2,4,42,0,0,0,0,0,0,0,0,0,0,1,4,0,24,0,0,2,13,3,1,22,10,0,7,1,10,7,2,0,17,6,0,18,14,0,11,28,0,0,0,12,3,10,2,1,0,0,26,0,0,0,0,4,4,1,12,13,3,0,0,0,0,0,1,4,4,1,34,0,6,0,0,1,0,2,33,0,0,5,0,0,4,1,0,23,1,1,18,16,5,20,2,16,2,0,0,1,0,5,0,18,1,3,0,1,0,0,0,3,33,3,38,2,3,0,0,0,0,0,0,8,2,2,3,2,0,4,0,0,0,4,0,2,1,5,10,3,0,2,0,11,0,27,2,18,2,13,0,6,2,7,12,1,9,8,6,9,14,20,27,7,9,11,1,4,7,1,2,17,10,6,22,5,0,25,9,7,2,3,31,9,0,0,1,4,38,0,43,0,0,0,18,4,16,5,0,0,15,0,0,1,0,27,1,2,6,12,20,0,2,11,15,0,0,15,2,28,5,7,2,1,12,7,5,2,0,10,5,2,3,0,1,39,0,0,36,5,0,2,16,0,6,0,3,0,0,1,8,4,5,0,0,30,13,0,35,0,0,3,0,5,9,28,3,1,0,0,0,0,0,2,27,1,6,1,3,0,5,0,1,4,20,1,0,4,0,1,12,0,30,8,0,5,0,0,2,0,0,0,1,38,2,2,31,5,0,2,0,2,1,36,1,0,6,0,23,1,2,10,7,0,0,0,0,0,1,5,29,8,31,3,8,1,11,25,0,0,5,2,16,6,11,1,3,6,0,46.732705,-117.18648,"Pullman","West"
"809","WA","992",14,1,0,73,0,0,44,6,6,42,101,1,39,53,52,6,137,1,6,134,4,12,125,7,76,59,9,35,98,11,3,65,69,1,0,0,0,0,0,0,0,0,6,9,16,17,2,4,0,0,0,0,0,0,1,1,0,2,5,0,0,3,68,16,4,15,1,0,23,0,0,72,29,18,1,8,78,0,30,9,10,123,0,0,0,0,5,0,5,1,141,2,1,0,0,0,117,6,6,5,2,0,0,0,0,3,5,24,83,35,0,2,0,44,22,0,0,66,0,5,7,142,0,0,0,1,0,0,0,0,0,0,1,4,1,83,5,2,5,44,2,2,76,33,3,28,2,31,27,8,0,37,39,1,44,59,0,40,111,0,0,0,25,8,26,3,1,0,0,98,3,1,0,1,11,18,6,46,27,9,0,0,0,0,1,2,12,19,4,114,0,24,0,1,0,0,5,122,0,1,9,0,0,6,4,2,99,4,0,41,68,12,57,7,34,35,0,0,0,0,28,0,39,8,26,0,1,0,1,1,4,104,7,134,0,8,0,0,0,0,2,0,60,2,1,8,1,2,18,0,0,6,9,0,9,4,11,13,11,0,5,4,32,1,91,10,56,5,38,2,32,1,13,52,0,22,29,28,32,52,60,114,22,8,51,2,6,23,8,3,51,47,18,67,12,0,86,28,19,11,9,119,13,2,1,7,15,122,0,139,1,1,3,88,7,28,19,0,2,59,2,0,3,2,78,8,9,11,48,64,1,3,28,69,1,0,42,4,95,15,29,2,3,37,19,33,1,0,41,6,7,12,0,5,122,5,3,107,16,3,15,63,2,10,0,9,2,2,0,12,29,15,2,1,98,39,4,128,2,1,7,1,5,36,88,8,0,4,0,0,0,0,8,110,1,23,2,2,0,6,0,2,15,82,2,0,8,0,0,25,10,112,25,0,7,0,0,4,0,0,6,1,124,9,12,100,23,0,5,0,0,4,122,3,3,14,2,94,2,6,22,20,0,2,0,0,0,0,21,106,15,100,6,36,2,40,93,0,0,7,4,51,23,40,7,6,13,4,47.614744,-117.35892,"Spokane","West"
"810","WA","993",5,0,0,24,0,0,7,1,4,14,25,2,20,7,14,2,39,0,4,36,1,5,33,3,25,16,0,10,28,3,0,20,18,0,0,0,0,1,0,0,0,0,2,5,3,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,17,5,0,2,0,0,5,0,1,24,9,0,0,7,21,0,5,8,5,33,0,0,0,0,0,0,1,2,41,0,0,0,0,0,37,0,1,1,0,0,0,0,0,0,2,9,22,10,0,0,0,14,9,0,0,16,0,0,2,41,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,1,13,0,0,22,12,1,6,0,9,11,2,0,15,4,1,14,17,0,9,30,0,0,0,8,3,4,0,0,0,0,34,0,0,0,1,2,1,0,6,31,0,0,0,0,0,0,0,0,1,2,33,0,7,0,0,0,0,1,37,0,0,2,0,0,2,0,0,30,3,0,8,21,3,17,0,14,9,0,0,0,0,7,0,10,1,4,0,1,0,0,0,3,30,3,36,0,4,0,0,0,0,1,0,16,2,1,4,0,1,5,0,0,1,3,0,4,0,1,3,3,0,1,0,10,0,27,1,21,2,12,0,4,1,2,17,0,6,7,9,5,22,14,32,9,0,11,1,3,7,1,0,18,12,5,21,3,0,25,9,2,5,11,26,3,1,0,0,4,37,0,39,2,0,0,17,5,15,4,0,0,11,0,0,0,1,29,2,4,1,9,21,0,4,5,18,0,0,16,2,23,7,9,1,1,13,4,7,0,0,12,4,1,3,0,2,32,4,0,29,5,0,7,18,0,3,0,4,0,2,0,3,2,9,0,0,26,14,1,38,0,0,1,1,1,7,30,3,0,1,0,0,0,0,0,36,0,5,0,0,0,0,0,0,4,27,1,0,1,0,1,5,2,29,11,0,1,0,0,1,0,0,0,0,38,2,4,28,7,0,0,0,0,2,36,0,0,5,0,26,0,0,6,8,1,0,0,0,0,0,5,31,5,33,3,4,1,8,29,0,0,2,2,11,6,12,2,8,1,1,46.279657,-119.28137,"Kennewick","West"
"811","WA","994",0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,2,0,1,1,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,2,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,46.400365,-117.08313,"Clarkston","West"
"812","WI","530",15,0,0,52,0,0,28,2,12,52,54,3,24,47,38,4,105,0,3,104,2,4,104,1,19,88,2,26,76,7,0,14,53,38,0,1,0,0,0,0,0,0,3,7,8,4,1,1,0,0,0,0,0,1,1,2,0,2,0,0,1,2,64,15,4,1,3,0,9,0,0,78,14,34,1,7,41,1,10,15,16,90,0,0,0,0,0,0,0,3,106,0,0,0,0,3,96,0,2,4,1,0,0,0,0,1,5,22,37,50,0,0,0,34,58,0,0,11,0,3,3,107,0,0,0,0,0,0,0,0,0,0,2,5,3,57,4,0,3,37,4,3,57,25,2,18,1,28,25,1,0,35,19,1,44,40,1,23,82,0,0,1,25,1,25,2,11,0,0,66,0,0,1,0,4,21,7,21,24,5,0,0,0,1,1,3,16,8,2,83,0,20,0,0,2,0,4,83,0,3,15,0,0,7,1,0,93,0,1,15,38,30,39,2,56,18,0,0,4,1,7,1,20,2,26,0,2,0,0,0,2,77,2,97,0,11,1,0,0,0,0,0,52,5,2,3,1,1,8,0,0,5,8,0,7,2,9,6,8,0,1,1,51,0,48,16,46,6,21,0,15,5,11,42,0,19,20,17,51,36,22,62,40,7,42,1,6,20,3,0,37,40,14,50,5,0,64,27,12,6,26,56,23,2,2,4,6,99,2,103,3,0,1,54,8,25,21,0,1,38,0,1,0,6,64,11,10,21,47,17,1,2,21,52,1,0,31,4,77,13,16,1,2,66,15,12,7,1,6,1,1,29,0,8,58,14,2,87,12,0,8,56,0,12,1,15,2,1,0,4,18,0,60,0,15,33,1,93,5,2,0,0,9,82,15,6,0,3,0,0,1,0,2,74,2,23,5,1,0,3,1,2,14,55,18,2,0,0,0,10,8,104,3,0,2,0,2,5,1,0,2,4,89,6,22,45,25,0,8,0,3,6,94,4,0,9,2,81,0,5,13,9,1,1,0,0,1,1,31,66,9,61,9,36,3,23,78,0,0,5,3,33,27,26,7,4,7,5,43.736145,-87.72893,"Sheboygan","North Central"
